ID	Name	Place	Once	Story	Auto	Begin	Duration	Interval	Desc	EndDesc	Hide	Flag
55	阴阳之息	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_BossZhuLong	0		3		近日自[TXT]隐约感应到阴阳之道异常的气息。	阴阳之道异常的气息消失了……		
56	古修传闻	Place_HeYinCity|Place_HuCity|Place_PanSheCity|Place_ShanCity|Place_DaLiangCity|Place_Desert|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_CentralPlains5|Place_CentralPlains4|Place_FertileField3|Place_FertileField2|Place_FertileField1		Secrets_DaNengChuShi	0		9		近日传闻，[TXT]有古代修行者的消息流出。	传闻出现在[TXT]的古代修行者离开了……		
57	故人疑踪	Place_BirthPlace14	1	Secrets_TongLing	1	32	9999		近日，有附近的村民说铜陵山出现一名怪人，其双臂奇长，健步如飞，翻山越岭如履平地。听此人形貌，似乎是昔日门中痴迷阵法之道的七师兄。难道他也从这场浩劫中幸存下来了么？也许应该找个时间去看看。			
58	金匣再开	Place_Snowfield2		Secrets_YuJingTan1	1	347	9	60	位于大雪原的玉晶潭近日潭水翻涌，预兆其中的金匣宝藏即将于七日之后开启。金匣宝藏内藏魔帝付辟空纵横天下搜罗的奇珍异宝，天下修行者无不蜂拥而至。	金匣宝藏关闭了，本次开启流出的藏宝被瓜分一空。		
1000	长老出行	Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14			0		9		据传{0}的大能{1}在{2}出没。	{0}的大能{1}已在{2}失去了踪迹	1	ElderOut
1001	丹霞洞天进贡	Place_DanXia		System_Tribute					又到了每年丹霞洞天进贡的日子了，可派遣弟子前往收取贡品。			
1002	昆仑宫进贡	Place_KunLun		System_Tribute					又到了每年昆仑宫进贡的日子了，可派遣弟子前往收取贡品。			
1003	极天宫进贡	Place_TianJi		System_Tribute					又到了每年极天宫进贡的日子了，可派遣弟子前往收取贡品。			
1004	紫霄宗进贡	Place_JiuHua		System_Tribute					又到了每年紫霄宗进贡的日子了，可派遣弟子前往收取贡品。			
1005	正一道进贡	Place_LongHu		System_Tribute					又到了每年正义道进贡的日子了，可派遣弟子前往收取贡品。			
1006	青莲剑宗进贡	Place_Shu		System_Tribute					又到了每年青莲剑宗进贡的日子了，可派遣弟子前往收取贡品。			
1007	栖霞洞天进贡	Place_WuLian		System_Tribute					又到了每年栖霞洞天进贡的日子了，可派遣弟子前往收取贡品。			
1008	百蛮山进贡	Place_BaiMan		System_Tribute					又到了每年百蛮山进贡的日子了，可派遣弟子前往收取贡品。			
1009	七仟坞进贡	Place_XianKong		System_Tribute					又到了每年七仟坞进贡的日子了，可派遣弟子前往收取贡品。			
1010	七杀魔宫进贡	Place_Hei		System_Tribute					又到了每年七杀魔宫进贡的日子了，可派遣弟子前往收取贡品。			
1011	合欢派进贡	Place_HeHuan		System_Tribute					又到了每年合欢派进贡的日子了，可派遣弟子前往收取贡品。			
1012	万妖殿进贡			System_Tribute					又到了每年万妖殿进贡的日子了，可派遣弟子前往收取贡品。			
